,title,authors,average_rating,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,author_num,publisher_num
3832,Love Mode  Vol. 3,Yuki Shimizu,4.15,eng,184,585,14,1136246820,Blu,1,1
3833,White Oleander,Janet Fitch,3.96,eng,480,3112,210,946685100,Back Bay Books,1,1
3834,East Wind: West Wind,Pearl S. Buck,4.0,eng,288,3238,180,789264240,Moyer Bell and its subsidiaries,1,1
3835,Barack Obama: Working to Make a Difference,Marlene Targ Brill/Lerner Publishing Group,3.96,en-US,48,19,5,1136073840,Lerner Publications,2,1
3836,How to Read a Poem,Terry Eagleton,3.73,eng,182,445,44,1137715800,Wiley-Blackwell,1,1
3837,Casino Royale,Ian Fleming,3.73,eng,181,371,43,1073088360,Penguin Books  Limited (UK),1,1
3838,Mandala: Luminous Symbols for Healing (with a New CD of Meditations and Exercises!),Judith Cornell/Joan Borysenko/Miron Borysenko,4.11,en-US,176,73,4,1136074140,Quest Books,3,1
3839,The Pure in Heart (Simon Serrailler  #2),Susan Hill,3.92,eng,320,4245,347,1136073960,Vintage,1,1
3840,Crescent and Star: Turkey Between Two Worlds,Stephen Kinzer,3.84,eng,272,797,116,1010102940,Farrar  Straus and Giroux,1,1
3841,Frogs & French Kisses (Magic in Manhattan  #2),Sarah Mlynowski,3.97,eng,288,4863,221,1137110760,Delacorte Press,1,1
3842,Money,Martin Amis,3.71,eng,394,19967,732,1105056240,Vintage,1,1
3843,Touchy and Feely (Sissy Sawyer  #1),Graham Masterton,3.37,eng,208,86,12,1167609720,Severn House Publishers,1,1
3844,A Passage to India,E.M. Forster,3.68,en-GB,288,441,40,883786140,Penguin Books,1,1
3845,Amanda's Story (The Girls of Lighthouse Lane #4),Thomas Kinkade/Erika Tamar,4.04,eng,208,4,0,1137196980,HarperCollins,2,1
3846,La venganza de opal (Artemis Fowl  #4),Eoin Colfer,4.05,spa,368,21,1,1107043440,Montena,1,1
3847,A Little Princess,Frances Hodgson Burnett/Scott McKowen,4.2,en-GB,208,500,54,1072915800,Sterling,2,1
3848,A Frolic of His Own,William Gaddis,3.85,eng,512,1312,106,789696120,Scribner,1,1
3849,King Richard II,William Shakespeare/Andrew Gurr,3.77,eng,252,89,6,1041725100,Cambridge University Press,2,1
3850,ヒカルの碁 15、さよなら,Yumi Hotta/Yumi Hotta,4.25,jpn,211,289,8,980295120,集英社,2,1
3851,The Good Guy,Dean Koontz,3.82,eng,386,29967,1317,1170029100,Bantam,1,1
3852,Maxims and Reflections,Johann Wolfgang von Goethe/Peter Hutchinson/Elisabeth Stopp,3.82,eng,208,280,23,915148980,Penguin Books,3,1
3853,The Last of Her Kind,Sigrid Nunez,3.72,eng,391,1459,242,1137024720,Picador USA,1,1
3854,Murder On The Glitter Box (Steve Allen Mystery #3),Steve Allen,3.6,eng,348,98,9,883612860,Kensington,1,1
3855,Cliffs Notes on Aristophanes' Lysistrata  The Birds  The Clouds  The Frogs,W. John Campbell,2.8,eng,80,5,0,412647120,Cliffs Notes,1,1
3856,American Sublime: Poems,Elizabeth Alexander,3.8,eng,96,196,22,1104538200,Graywolf Press,1,1
3857,The Earth and Its Peoples: A Global History  Volume C: Since 1750,Richard W. Bulliet/Pamela Kyle Crossley/Steven Hirsch,2.0,eng,370,1,1,1073606520,Cengage Learning,3,1
3858,The Great Gatsby,Kathleen Parkinson/F. Scott Fitzgerald,3.88,eng,144,557,28,1043453460,Penguin Global,2,1
3859,The Quest for Longitude: The Proceedings of the Longitude Symposium  Harvard University  Cambridge  Massachusetts  November 4-6  1993,William Andrewes,4.5,eng,437,10,2,820455000,Collection of Historical Scientific Instruments,1,1
3860,The Brief History of the Dead,Kevin Brockmeier,3.67,eng,252,9490,1576,1168300860,Vintage,1,1
3861,Romeo and Juliet,William Shakespeare/G. Blakemore Evans/Thomas Moisan,3.74,eng,278,273,10,1041379500,Cambridge University Press,3,1
3862,Red  White  and Black: The Peoples of Early North America,Gary B. Nash,3.79,eng,362,170,7,916272420,Prentice Hall,1,1
3863,The White Lioness (Kurt Wallander  #3),Henning Mankell/Laurie Thompson,3.84,eng,576,12367,709,1041638940,Vintage,2,1
3864,Museum of Terror  Vol. 2: Tomie 2,Junji Ito/伊藤潤二/Naomi Kokubo,4.11,eng,376,911,33,1137629340,Dark Horse Manga,3,1
3865,Once Upon a Cool Motorcycle Dude,Kevin O'Malley/Carol Heyer/Scott Goto,4.08,eng,32,1773,274,1104537840,Walker & Company,3,1
3866,Schott's Original Miscellany,Ben Schott/Collin Deckerman,4.08,eng,158,1379,103,1041638880,Bloomsbury Publishing PLC,2,1
3867,The Moonstone,Wilkie Collins,3.91,en-GB,464,349,44,885600600,Penguin Books,1,1
3868,The Return of the Native,Thomas Hardy/Alexander Theroux,3.86,eng,448,29586,981,979344120,Modern Library,2,1
3869,20 000 Leagues Under The Sea,Pauline Francis/Jules Verne,3.76,eng,48,563,32,1072915680,Evans Brothers,2,1
3870,The Jew of Malta,Christopher Marlowe/H. Havelock Ellis,3.6,en-US,80,2963,120,1041725280,Dover Publications,2,1
3871,Player's Handbook II,David Noonan,3.76,eng,221,815,7,1136765100,Wizards of the Coast,1,1
3872,The Lovely Bones,Alice Sebold,3.81,en-US,328,5945,735,1074557040,Back Bay Books,1,1
3873,Heart Songs and Other Stories,Annie Proulx,3.94,eng,203,1871,127,790300980,Scribner,1,1
3874,Fantastic Four  Volume 3,Mark Waid/Mike Wieringo,3.95,eng,256,118,5,1106439060,Marvel Comics Group,2,1
3875,Fractal Mode (Mode  #2),Piers Anthony,3.64,eng,344,3456,30,694224720,Ace,1,1
3876,Las luces de septiembre (Niebla  #3),Carlos Ruiz Zafón,3.77,spa,279,5119,217,1104538200,Edebé,1,1
3877,Saving Faith,David Baldacci,3.88,eng,528,15509,671,946685340,Vision,1,1
3878,Henry V,William Shakespeare/Barbara A. Mowat/Paul Werstine/Michael Neill,3.88,eng,294,35155,832,1074729960,Washington Square Press,4,1
3879,Asfixia,Chuck Palahniuk,3.7,eng,336,47,2,1136074140,Debolsillo,1,1
3880,A Robin McKinley Collection: Spindle's End  The Hero and the Crown and The Blue Sword (Folktales #1-3),Robin McKinley,4.39,eng,1008,527,12,1011139740,Puffin,1,1
3881,Age of Iron,J.M. Coetzee,3.84,eng,198,2976,207,883613340,Penguin Books,1,1
3882,Seduction by Design,Erin St. Claire/Sandra Brown,3.56,eng,224,2882,116,1009843380,Grand Central Publishing (Formerly Warner Books),2,1
3883,The Books of Magic,Neil Gaiman/John Bolton/Scott Hampton/Charles Vess/Paul Johnson/Roger Zelazny,4.08,eng,200,13850,481,726969840,Vertigo,6,1
3884,Thomas Jefferson (Oxford Portraits),R.B. Bernstein,4.01,eng,253,4245,133,1105747740,Oxford University Press  USA,1,1
3885,The Odes and Selected Fragments,Pindar/G.S. Conway/Richard Stoneman,3.89,eng,352,7,1,883612980,Everyman's Library,3,1
3886,Echo Burning (Jack Reacher  #5),Lee Child,4.01,eng,5,40,14,1169942520,Brilliance Audio,1,1
3887,For Whom the Bell Tolls,Ernest Hemingway,3.97,eng,503,365,33,-946771140,P. F. Collier and Sons,1,1
3888,The Great Gatsby,F. Scott Fitzgerald/Alexander Scourby,3.91,eng,4,63,13,1010880180,Audio Partners,2,1
3889,A Christmas Carol and Other Christmas Writings,Charles Dickens/Michael Slater,4.14,eng,288,30393,449,1043885400,Penguin Classics,2,1
3890,The Mothman Prophecies,John A. Keel,3.54,eng,352,117,16,1010361780,Hodder & Stoughton,1,1
3891,The Girl With The Golden Eyes,Honoré de Balzac,3.35,eng,72,801,56,1074297960,Kessinger Publishing,1,1
3892,The Land of the Dead (Tales from the Odyssey  #2),Mary Pope Osborne/Homer/Troy Howell,3.97,eng,112,400,32,1041379740,Little  Brown Books for Young Readers,3,1
3893,Strong Opinions,Vladimir Nabokov,4.0,eng,368,767,59,632534580,Vintage,1,1
3894,Julius Caesar,William Shakespeare/Roma Gill,3.68,eng,128,138685,2595,1011226200,Oxford University Press  USA,2,1
3895,Wittgenstein's Vienna,Allan Janik/Stephen Toulmin,4.06,eng,315,285,26,820454940,Ivan R. Dee Publisher,2,1
3896,The Amazing Adventures of the Escapist: Volume 1,Michael Chabon/Glen David Gold/Bill Sienkiewicz/Howard Chaykin/Gene Colan/Steve Lieber/Eric Wight/Kevin  McCarthy,3.46,eng,159,1097,105,1074384300,Dark Horse,8,1
3897,Plan B: Further Thoughts on Faith,Anne Lamott,4.05,eng,352,18922,865,1138406580,Riverhead Books,1,1
3898,The Eternal Flame (Merlin  #11),T.A. Barron/David Elliot,4.22,eng,377,2506,48,1137629400,Philomel Books,2,1
3899,Rabbit Angstrom: The Four Novels,John Updike,4.26,eng,1520,1512,148,790301400,Everyman's Library,1,1
3900,A House Like a Lotus (O'Keefe Family  #3),Madeleine L'Engle,3.76,eng,307,3976,163,473386260,Dell,1,1
3901,Power: Die 48 Gesetze Der Macht,Robert Greene/Birgit Brandau/Hartmut Schickert,4.18,ger,536,39,4,978307800,Deutscher Taschenbuch Verlag,3,1
3902,Falling Angels (Luc Actar #1),Melissa M. Garcia,4.67,eng,216,1,0,1137196920,iUniverse,1,1
3903,The Sorrows of Young Werther,Johann Wolfgang von Goethe/Burton Pike/Edla Valdna,3.67,eng,149,45626,1721,1105142520,Modern Library,3,1
3904,Living With the Passive-Aggressive Man,Scott Wetzler,4.03,en-US,208,208,30,725847000,Touchstone,1,1
3905,A Bend in the River,V.S. Naipaul,3.77,eng,326,13147,690,1010621100,Picador USA,1,1
3906,Transmetropolitan  Vol. 9: The Cure,Warren Ellis/Darick Robertson/Rodney Ramos,4.44,eng,144,10331,90,1041379920,Vertigo,3,1
3907,Charlotte's Web,E.B. White/Garth Williams,4.17,eng,256,223,22,728179800,Penguin Books  Limited (UK),2,1
3908,The Novice (Black Magician Trilogy  #2),Trudi Canavan,4.07,eng,577,39521,859,1072915620,Orbit,1,1
3909,Amelia Bedelia 50th Anniversary Library: Amelia Bedelia  Amelia Bedelia and the Surprise Shower  and Play Ball  Amelia Bedelia,Peggy Parish/Various,4.43,eng,96,257,12,1327536720,Greenwillow Books,2,1
3910,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,4.04,eng,227,65444,2866,1010707440,Jossey-Bass,1,1
3911,Down the Long Hills,Louis L'Amour,4.07,eng,208,2503,141,441763740,Bantam,1,1
3912,Above and Beyond,Erin St. Claire/Sandra Brown,3.73,eng,240,2149,87,1074816120,Mira Books,2,1
3913,Housekeeping,Marilynne Robinson,3.82,eng,219,34723,4489,1072915860,Picador USA,1,1
3914,Patience & Sarah,Isabel Miller/Emma Donoghue,3.9,en-US,225,3833,166,1104538140,Arsenal Pulp Press,2,1
3915,The Gettysburg Address,Abraham Lincoln/Michael McCurdy,4.53,eng,32,5239,76,883699320,HMH Books for Young Readers,2,1
3916,Tallchief: The Hunter (The Tallchiefs #9),Cait London,4.12,eng,192,47,1,1011916860,Silhouette Desire,1,1
3917,Nicomachean Ethics,Aristotle/Martin Ostwald,3.94,en-US,352,265,20,-251596740,Prentice Hall/Simon & Schuster Company (Englewood Cliffs  NJ),2,2
3918,The Plot Against America,Philip Roth,3.77,eng,391,337,47,1075421340,Jonathan Cape,1,1
3919,The Poems of Exile: Tristia and the Black Sea Letters,Ovid/Peter Green,4.12,eng,451,432,14,1106006460,University of California Press,2,1
3920,The Dragons at War (Dragonlance Dragons  #2),Margaret Weis/Tracy Hickman/Adam Lesh,4.02,eng,339,2909,10,820454700,TSR Inc./Wizards of the Coast,3,2
3921,In the Land of the Lawn Weenies and Other Warped and Creepy Tales (Weenies series  #1),David Lubar,3.96,en-US,256,720,69,1042675560,Starscape,1,1
3922,Basic Economics: A Common Sense Guide to the Economy,Thomas Sowell,4.32,eng,627,328,43,1167782640,Basic Books (AZ),1,1
3923,Wild Swans: Three Daughters of China,Jung Chang,4.26,eng,562,73572,4280,1042330080,Simon  Schuster,1,1
3924,ヒカルの碁 9、本戦開始,Yumi Hotta/Yumi Hotta,4.27,jpn,207,9,2,947376600,集英社,2,1
3925,Fables  Vol. 7: Arabian Nights (and Days),Bill Willingham/Mark Buckingham/Steve Leialoha/Jim Fern/Jimmy Palmiotti/Andrew Pepoy,4.09,eng,143,15575,547,1136419620,Vertigo,6,1
3926,Plum Island (John Corey  #1),Nelson DeMille,4.03,eng,592,36285,1662,1009843260,Grand Central Publishing,1,1
3927,CliffsNotes on Euripides' Medea and Electra,Robert J. Milch,4.2,eng,69,5,0,-156729060,Cliffs Notes,1,1
3928,犬夜叉 7,Rumiko Takahashi,4.27,jpn,192,15,0,884218080,小学館,1,1
3929,Fire from Within,Carlos Castañeda,4.14,en-US,304,2554,67,662688060,Washington Square Press,1,1
3930,Becoming a Goddess of Inner Poise: Spirituality for the Bridget Jones in All of Us,Donna Freitas,3.59,eng,239,34,4,1072915740,Jossey-Bass,1,1
3931,McGraw-Hill's SAT I (McGraw-Hill's SAT I),Christopher   Black/Mark Anestis,3.67,eng,890,0,0,1104538200,McGraw-Hill Companies,2,1
3932,The Bon Appetit Cookbook,Barbara Fairchild,4.07,eng,816,1816,22,1137283680,Houghton Mifflin Harcourt,1,1
3933,Eat Right 4 Your Type,Peter J. D'Adamo/Catherine Whitney,3.57,en-US,375,186,16,883699440,Century,2,1
3934,El nombre de la rosa,Umberto Eco,4.12,spa,782,158,11,1138406520,DeBolsillo,1,1
3935,Act of Treason (Mitch Rapp  #9),Vince Flynn,4.29,eng,462,10,1,1167609660,Center Point,1,1
3936,Lies & the Lying Liars Who Tell Them: A Fair & Balanced Look at the Right,Al Franken,3.81,en-US,421,25235,723,1075162020,Plume Books,1,1
3937,The Complete Sonnets and Poems,William Shakespeare/Colin Burrow,4.34,eng,624,5487,43,1011312420,Oxford University Press,2,1
3938,Hidden Talents (Talents  #1),David Lubar,3.94,eng,240,2378,271,1168041720,Starscape,1,1
3939,Dante Alighieri's Divine Comedy  the Inferno,Dante Alighieri,4.0,en-US,101,5,0,441763800,Barron's Educational Series,1,1
3940,Leviathan,Paul Auster,3.96,eng,275,11744,443,725846940,Penguin Books,1,1
3941,New X-Men  Volume 7: Here Comes Tomorrow,Grant Morrison/Marc Silvestri,3.75,eng,112,1797,55,1137283860,Marvel,2,1
3942,Irish Blessings,Ashley Shannon,4.05,eng,128,29,2,916963320,Running Press,1,1
3943,The Soul Drinkers Omnibus (Soul Drinkers #1-3),Ben Counter,3.77,eng,767,790,37,1138234320,Games Workshop(uk),1,1
3944,The Complete Stories of Truman Capote,Truman Capote/Reynolds Price,4.2,eng,320,3993,217,1105574940,Vintage,2,1
3945,Todo está iluminado,Jonathan Safran Foer,3.9,spa,344,108,11,1170115860,DeBolsillo,1,1
3946,Cancer Ward,Aleksandr Solzhenitsyn/Nicholas Bethell/David Burg,4.21,eng,536,79,10,789955560,Modern Library,3,1
3947,Tunnel in the Sky (Heinlein's Juveniles  #9),Robert A. Heinlein,3.94,eng,262,10249,356,1104537840,Pocket Books,1,1
3948,The Grand Inquisitor: with related chapters from The Brothers Karamazov,Fyodor Dostoyevsky/Constance Garnett/Charles Guignon,4.36,eng,128,210,14,725847000,Hackett Publishing Company  Inc.,3,1
3949,The Neil Gaiman Audio Collection,Neil Gaiman,4.24,eng,1,1666,208,1075507680,HarperFestival,1,1
3950,The Orion Mystery: Unlocking the Secrets of the Pyramids,Robert Bauval/Adrian Geoffrey Gilbert,3.94,eng,352,1123,36,790733280,Three Rivers Press,2,1
3951,Sideways: The Shooting Script,Alexander Payne/Jim     Taylor,4.21,eng,192,101,3,1073520720,Newmarket Press,2,1
3952,Le Nom de la rose,Umberto Eco/Jean-Noël Schifano,4.12,fre,755,745,49,410314260,Le Livre de Poche,2,1
3953,Westminster Abby,Micol Ostow,3.41,eng,192,1169,83,1104883500,Speak,1,1
3954,The Medium is the Massage,Marshall McLuhan/Quentin Fiore/Jerome Agel,3.94,eng,160,12098,295,978307680,Gingko Press,3,1
3955,Merde Encore!: More of the Real French You Were Never Taught at School,Geneviève/Michael    Heath,3.96,eng,104,46,1,884304720,Gallery Books,2,1
3956,Emma  Vol. 01,Kaoru Mori/森 薫,3.83,eng,183,3515,339,1137715740,CMX,2,1
3957,The End of the Affair,Graham Greene/Monica Ali,3.94,eng,160,38283,3002,1073434200,Vintage Classics,2,1
3958,The People's Tycoon: Henry Ford and the American Century,Steven Watts,4.02,eng,656,309,39,1136851800,Vintage,1,1
3959,Hamlet's Dresser: A Memoir,Bob      Smith,3.74,eng,288,375,63,1041379320,Scribner,1,1
3960,I Sold My Soul on Ebay: Viewing Faith Through an Atheist's Eyes,Hemant Mehta/Rob Bell,3.54,en-US,224,442,78,1168992240,Waterbrook Press,2,1
3961,Everything I Needed to Know about Being a Girl I Learned from Judy Blume,Jennifer O'Connell/Meg Cabot/Megan McCafferty/Melissa Senate/Diana Peterfreund/Stephanie Lessing/Laura Ruby/Erica Orloff/Stacey Ballis/Julie Kenner/Kristin Harmel/Jennifer Coburn/Elise Juska/Kyra Davis/Beth Kendrick/Berta Platas/Lynda Curnyn/Kayla Perrin/Cara Lockwood/Alison Pace/Megan Crane/Lara Deloza/Laura Caldwell/Shanna Swendson,3.47,eng,275,1750,323,1167955560,Pocket Books,24,1
3962,Ahora sabréis lo que es correr,Dave Eggers/María Victoria Alonso Blanco,3.63,spa,400,3,1,1075507380,Mondadori,2,1
3963,Marx's Concept of Man,Erich Fromm/T.B. Bottomore,4.02,en-US,224,556,36,1073607120,Bloomsbury Academic,2,1
3964,The Basic Political Writings,Jean-Jacques Rousseau/Donald A. Cress/Peter Gray,3.87,eng,227,4786,24,536458260,Hackett Publishing Company  Inc.,3,1
3965,A Fistful of Charms (The Hollows  #4),Kim Harrison,4.29,eng,510,47773,1109,1138320360,HarperTorch,1,1
3966,Catwings (Catwings #1),Ursula K. Le Guin/S.D. Schindler,4.09,eng,40,6598,600,1041379500,Orchard Books,2,1
3967,The Weekenders: Travels in the Heart of Africa,W.F. Deedes/Sue Ryan/Alex Garland/Tony Hawks/Andrew O'Hagan/Irvine Welsh/Giles Foden/Victoria Glendinning,3.16,eng,340,123,12,978912660,Ebury Press,8,1
3968,Songbook,Nick Hornby,3.56,eng,207,10066,341,1041898200,Riverhead Books,1,1
3969,Far Afield,Susanna Kaysen,3.81,eng,352,316,50,758937840,Vintage,1,1
3970,Anne Rice's The Vampire Lestat: A Graphic Novel,Faye Perozich/Anne Rice/John Bolton/Daerick Gröss,4.2,eng,404,70039,138,665194260,Ballantine Books,4,1
3971,The Berlin Phenomenology,Georg Wilhelm Friedrich Hegel/Michael John Petry,0.0,eng,210,0,0,349747500,Springer,2,1
3972,Tropic of Cancer,Henry Miller/Jiří Níl,3.68,eng,318,53206,2376,757814460,Grove Press,2,1
3973,The Art of H.P. Lovecraft's the Cthulhu Mythos,Pat Harrigan/Brian  Wood/Jeremy McHugh,4.05,eng,191,140,9,1138666200,Fantasy Flight Games,3,1
3974,The Great Good Place: Cafes  Coffee Shops  Bookstores  Bars  Hair Salons  and Other Hangouts at the Heart of a Community,Ray Oldenburg,3.83,eng,384,608,78,916618080,Da Capo Press,1,1
3975,For Whom The Bell Tolls,Ernest Hemingway,3.97,en-GB,490,162,7,1104883500,Vintage Classics,1,1
3976,The Oath,Frank E. Peretti,4.07,eng,576,32,4,1106870880,Thomas Nelson,1,1
3977,A Killing in Comics (Jack & Maggie Starr  #1),Max Allan Collins/Terry Beatty,3.65,eng,272,151,29,1167609900,Berkley Trade,2,1
3978,Measure for Measure,William Shakespeare,3.68,eng,224,58,5,1106784600,Penguin Group(CA),1,1
3979,Stanley Park,Timothy  Taylor,3.57,eng,436,1818,89,1043453340,Counterpoint LLC,1,1
3980,Essence and Alchemy: A Natural History of Perfume,Mandy Aftel,4.09,eng,256,459,37,1170201660,Gibbs Smith,1,1
3981,Master of the Moon (Mageverse #2),Angela Knight,4.14,eng,336,2882,56,1104710700,Berkley Sensation,1,1
3982,The Home Front,Brian Braithwaite/Noelle Walsh/Glyn Davies,3.4,eng,192,1,1,601516920,Ebury Press,3,1
3983,Gemma Alone (Gemma  #3),Noel Streatfeild,3.61,eng,150,175,7,536457720,Yearling,1,1
3984,Rose (Shooting Stars  #3),V.C. Andrews,3.72,eng,185,2352,29,978307740,Pocket Books,1,1
3985,When I Was Puerto Rican,Esmeralda Santiago,4.02,eng,274,8632,560,758247000,Vintage Books USA,1,1
3986,C.G. Jung and Hermann Hesse: A Book of Two Friendships,Miguel Serrano,4.02,eng,142,405,21,852076860,Daimon Verlag,1,1
3987,The Journals of Sylvia Plath,Sylvia Plath/Ted Hughes/Frances McCullough,4.17,eng,384,1163,64,884477100,Anchor,3,1
3988,Burnt Offerings (Anita Blake  Vampire Hunter  #7),Laurell K. Hamilton,4.08,en-US,392,58849,832,1011830940,Berkley Books,1,1
3989,Orient Express,Graham Greene/Christopher Hitchens,3.46,eng,197,2064,220,1075507680,Penguin Classics,2,1
3990,Jean-Paul Sartre: (The Giants of Philosophy),John  Compton/Charlton Heston,3.86,eng,3,57,4,1136073840,Knowledge Products,2,1
3991,Dale Carnegie's Lifetime Plan for Success: How to Win Friends and Influence People & How to Stop Worrying and Start Living,Dale Carnegie,4.17,eng,538,111,6,884822760,Galahad Books,1,1
3992,The Lost Painting,Jonathan Harr,3.74,eng,368,5,0,1104538260,Random House Large Print,1,1
3993,A Primate's Memoir: A Neuroscientist's Unconventional Life Among the Baboons,Robert M. Sapolsky,4.35,eng,304,5040,590,1010793780,Scribner,1,1
3994,Buried Child,Sam Shepard,3.91,eng,120,6746,178,1137196920,Vintage,1,1
3995,Walt Whitman's America,David S. Reynolds,4.17,eng,672,387,43,822009780,Vintage,1,1
3996,Critique of Pure Reason,Immanuel Kant/J.M.D. Meiklejohn,3.94,eng,480,72,10,1042762260,Dover Publications,2,1
3997,Small Bites  Big Nights: Seductive Little Plates for Intimate Occasions and Lavish Parties,Govind Armstrong/Lisa Romerein/Tyler Florence,3.6,eng,256,20,3,1168387440,Clarkson Potter,3,1
3998,Summertime in the Big Woods,Laura Ingalls Wilder/Renée Graef,4.18,eng,40,867,31,946771320,HarperCollins,2,1
3999,Save the Date: A Spirituality of Dating  Love  Dinner  and the Divine,Jason King,3.6,eng,191,5,1,1041379740,Crossroad Publishing Company,1,1
4000,McElligot's Pool,Dr. Seuss,4.06,eng,64,4560,253,-724895460,Random House Books for Young Readers,1,1
4001,Lafcadio  the Lion Who Shot Back,Shel Silverstein,4.15,eng,112,5308,307,1358986140,HarperCollins,1,1
4002,The Strange Case of Dr. Jekyll and Mr. Hyde and Other Stories,Robert Louis Stevenson/Jenny Davidson,4.01,eng,320,857,57,1041379800,Barnes  Noble Classics,2,1
